100
200
10 7 13 19 26 3 5 9 16 16 12 19 23 20 8 19 2 12 17 9 11 18 29 3 6 17 16 16 9 21 27 23 11 14 8 5 8 16 31 9 5 5 7 18 16 1 27 36 30 13 10 9 14 18 2 6 7 18 28 3 13 19 10 9 20 25 25 36 6 5 15 25 9 8 18 13 14 3 23 6 26 16 11 7 41 35 26 9 15 3 1 2 22 27 20 11 12 10 9 17 
0   15.23   18   22.36   25   20.61   11.18   21.21   26.24   32.01   25.49   33.54   15   11.18   32.01   30.41   29.15   30.41   15.81   32.01   31.62   18.02   26.92   36.05   30   33.54   11.18   5   6.32   29.83   25.49   17.46   34   24.75   36.05   41.03   41.4   21.21   42.42   33.97   11.18   28.86   25.49   34.17   31.89   29.15   35.46   34.2   27.8   43.93   16.97   26.92   11.31   4.47   22.8   30.46   29.2   23.19   9.05   17.8   18.02   25.49   25.49   34.92   46.51   49.92   40.49   43.86   21.37   12.16   21.09   39.66   22.47   20.12   24.59   27.78   15.65   19.69   31.06   25.55   21.09   27.58   23.32   21.09   24.33   23.02   35.35   18.38   19.23   9   32.24   25.61   18.38   20.24   12.04   14.86   15.26   17.2   21.26   17.49   24.04   
15.23   0   32.55   14.56   32.2   32.2   24.83   21.02   31.57   17.8   15.55   26.4   16.64   26.4   46.87   45.35   42.44   40.7   22.84   28.23   16.49   29.27   39.2   46.17   27.78   37.64   19.41   10.81   12   24.04   11.04   10.44   20.88   12.36   24.73   27.2   40.52   35.8   56.85   41.59   24.02   42.01   40.71   49.39   46.09   36.68   39.01   33.73   28.16   39.82   6.32   12.04   15.23   18.43   25.61   34.05   38.89   38.07   23.53   32.01   28.3   38.28   19.23   24.41   38.2   35   25.29   51.1   18.02   4.47   8.06   24.83   33.54   32.14   36.34   38.83   10.63   13.41   20.22   16.03   19.2   14.86   26.07   29.54   34.98   36.79   48.27   33.61   15.29   20.51   20.59   39.69   33.01   33.97   26.62   29.68   29.06   32.24   35.6   31.14   38.6   
18   32.55   0   34.4   20.22   23.85   16.4   36.24   36.06   47.42   43.28   50.28   23.43   9.43   21.18   13   25.17   32.69   27.45   47.42   49.03   10.44   12.2   23.32   34.98   30.14   16.4   23   20.88   38.28   43.28   35.22   52   39.35   48.41   55.56   54.2   15.29   32.31   25.49   9.43   12.2   12.08   18.43   24.18   35.8   45.27   47.43   41.34   58.66   32.31   43.32   27.2   14.14   25.05   28.63   18.68   5.83   9.05   15.65   24.75   24.04   42.44   52.61   63.24   65.79   57.72   34.17   30.41   30.06   39.05   55.54   12.04   9   11.7   15.23   28.65   31.62   43.6   38.01   29   42.05   36.05   29   27.78   19.64   31.01   7.07   36.13   20.12   50.15   20.09   13.92   18.38   13.45   12.2   16.4   10.77   16.49   17.49   17.02   
22.36   14.56   34.4   0   25   42.72   33.54   35.35   45.04   15   29.15   40.31   11.18   32.01   53.15   47.16   51.47   52.2   35.35   42.72   22.36   26.92   36.4   40   14.14   26.92   18.02   20.61   16.12   9.48   21.21   25   31.24   7.28   14.14   21.54   55.08   43.01   64.03   33.37   25   40.16   45.27   52.8   53.82   49.49   53.08   48.27   42.57   54.12   8.24   14.31   28.07   22.8   16.12   23.4   33.06   40.22   26.87   39.96   39.56   47.85   33.61   36.87   51.22   32.75   28.63   41.76   6.08   18.11   21.09   23.08   30.08   30.08   33.24   34.52   6.7   2.82   9.21   3.6   8.06   9   40.04   41.77   46.17   45.27   57.7   38.18   29.83   30.67   32.55   47.7   40.22   42.54   34.13   36.61   37.58   38.41   43.26   39.82   45.8   
25   32.2   20.22   25   0   41.23   31.62   46.09   50.53   40   47.16   57   15.81   25.49   41.23   29.15   45   50.99   40.31   56.56   46.09   10   14.14   15   18.02   10   14.14   28.28   22.02   23.76   42.72   40   52.92   32.06   36.4   45.7   66.4   35   52.2   9.43   15.81   18.38   32.01   36.23   44.4   52.2   59.94   59.2   52.8   68.59   28.16   38.47   36.23   21.09   9.21   8.54   8.24   24.35   19.92   34.23   40.49   43.18   49.04   56.43   69.63   57.42   53.33   19.2   19.02   32.44   40.24   48.04   8.94   11.4   11.4   10.81   22.8   23.08   32.55   28.07   17.02   34   48.25   44.38   45.35   39.05   51.03   27.07   43.18   32.64   52.77   40.01   33.06   37.21   29.83   30.26   33.73   30.01   36.01   35.51   37.05   
20.61   32.2   23.85   42.72   41.23   0   10   20.61   13.92   50   33.54   35.35   35.35   15.81   20   29.15   11.18   10   11.18   30   46.09   31.62   36.05   47.16   50.24   50.99   30   22.36   26.92   50.44   39.05   27.2   43.82   43.9   55.9   59.4   32.69   11.18   26.92   48.46   25.49   35.46   20.12   28.16   16.49   12.04   22.2   26.92   22.09   39.05   36.23   44.04   17.69   22.02   42.01   48.5   42.04   24.75   21.37   8.48   4.47   6.7   29.41   40.8   47   66.46   54.81   57.69   41.97   27.8   34.05   56.63   34.92   31.78   35.35   38.94   36.05   40.16   50.99   45.69   41.59   46.64   17   7.07   4.12   8.06   16.27   17.69   24.59   12.08   40.31   11   10.63   6.7   11.4   11.66   7.61   13.45   9.84   6.4   12.36   
11.18   24.83   16.4   33.54   31.62   10   0   20.61   19.84   42.42   30.41   35.35   25.49   7.07   22.36   25.49   18.02   20   11.18   31.62   40.31   22.36   28.28   39.05   40.31   41.23   20   14.14   17.46   40.8   33.54   22.8   40.26   35.6   47.16   51.66   37.8   11.18   32.01   39.35   15.81   28.6   18.02   27.07   21.26   20.61   29.2   31.06   25.05   42.48   27.8   36.87   13.15   12.04   32.01   38.63   33.28   19.31   11.7   7.21   8.94   14.31   28.01   39.05   48.05   59.81   49.24   48.87   32.28   20.8   28.63   49.67   26.07   23.02   27.01   30.61   26.83   30.87   42.19   36.71   31.78   38.41   19.72   13.03   14.03   12.04   24.18   12.36   22.02   5.09   37.48   14.86   8.54   9.21   3.16   6   4.24   9   10.81   6.4   13.89   
21.21   21.02   36.24   35.35   46.09   20.61   20.61   0   12.2   36.4   14.14   15   33.54   26.92   40.31   46.09   31.62   25   10   11.18   29.15   39.05   47.16   57   47.43   54.08   32.01   18.02   24.69   44.72   22.36   11.18   24.2   33.06   45.27   45.54   20.59   30   47.43   55.17   32.01   48.3   38.2   47.09   37.1   18.43   18.11   13.41   7.28   22.8   27.16   30.08   9.89   25.49   42.54   50.77   50.32   39.84   28.84   26.01   16.27   27.2   8.94   20.24   27.45   49.92   37.01   65.06   37.64   17.26   18.02   41.14   43.41   40.8   45.22   48.6   30.08   33.73   41.04   37.05   38.27   35.22   5.83   14.31   21.02   28.28   35.77   32.98   6.32   16.15   20.24   31.4   28.07   26.07   23.76   26.47   23.08   29.42   29.01   24   32.06   
26.24   31.57   36.06   45.04   50.53   13.92   19.84   12.2   0   48.1   26.24   24.16   40.79   26.9   33.37   42.94   23   13.92   10.44   17.72   41.34   41.88   48.1   58.89   55.57   59.61   37.33   25.17   31.57   54   34.48   22.84   36.06   43.93   56.29   57.38   18.78   25.07   38.32   58.83   34.98   48.16   34.01   42.05   29.01   6.4   9.43   13.15   9.48   25.31   37.21   41.78   17   29.54   49.04   56.64   53   38.01   31.06   21.95   11.4   19.1   20.51   31.06   34.36   62.12   49.2   68.5   46.17   27.29   29.96   53.23   45.8   42.8   46.86   50.44   39.01   43   51.78   47.26   46.38   46.32   6.4   7.21   12.04   21.84   25.7   30.8   18.35   17.88   31.89   24.51   24.18   20.61   22.62   24.2   20   26.62   23.76   19.72   26.24   
32.01   17.8   47.42   15   40   50   42.42   36.4   48.1   0   25   35.35   25.49   43.01   64.03   60.41   60.2   58.3   40.31   40   11.18   41.23   50.99   55   26.92   41.23   31.62   28.28   26.92   20.12   15   25.29   21.93   8.24   11.18   9.43   53   53.15   74.33   48.25   38.07   54.57   57.14   65.36   63.65   53.71   54.34   47.16   42.75   49.64   15.26   6.32   32.75   34.13   31.06   37.85   48.04   53.22   38.94   49.51   46.04   56.08   31.06   29.41   43.46   18.38   14.31   56.29   21.02   22.2   18.43   8.24   44.72   44.38   47.85   49.36   18.97   17.11   10   12.16   23.02   6   42.05   47.01   52.69   54.45   66.06   49.92   30.08   38.28   25   57.28   50.32   51.62   43.93   46.86   46.66   49.2   53.07   48.79   55.97   
